package,owner,category,sub_category
BackpropNeuralNet,compressed,AI,Machine Learning
BayesianNonparametrics,OFAI,AI,Machine Learning
BNMF,r9y9,AI,Machine Learning
ConfidenceWeighted,chezou,AI,Machine Learning
Contingency,svs14,AI,Machine Learning
Clustering,JuliaStats,AI,Machine Learning
DAI,binarybana,AI,Machine Learning
DecisionTree,JuliaAI,AI,Machine Learning
DecisionTrees,MikeInnes,AI,Machine Learning
Discretizers,sisl,AI,Machine Learning
EGR,stefanks,AI,Machine Learning
ELM,lepisma,AI,Machine Learning
EmpiricalRiskMinimization,reesepathak,AI,Machine Learning
FeatureSelection,Evizero,AI,Machine Learning
Flimsy,thomlake,AI,Machine Learning
FunctionalDataUtils,rened,AI,Machine Learning
go,dmrd,AI,Machine Learning
GradientBoost,svs14,AI,Machine Learning
GLMNet,JuliaStats,AI,Machine Learning
HopfieldNets,johnmyleswhite,AI,Machine Learning
HSIC,trappmartin,AI,Machine Learning
JuML,Statfactory,AI,Machine Learning
KaggleDigitRecognizer,benhamner,AI,Machine Learning
KDTrees,KristofferC,AI,Machine Learning
Keras,ayush1999,AI,Machine Learning
Kernels,trthatcher,AI,Machine Learning
Knet,denizyuret,AI,Machine Learning
kNN,johnmyleswhite,AI,Machine Learning
Ladder,mrtzh,AI,Machine Learning
Learn,Rory-Finnegan,AI,Machine Learning
LearnBase,JuliaML,AI,Machine Learning
LearningStrategies,JuliaML,AI,Machine Learning
LIBLINEAR,innerlee,AI,Machine Learning
LIBSVM,JuliaML,AI,Machine Learning
LossFunctions,JuliaML,AI,Machine Learning
NMF,JuliaStats,AI,Machine Learning
MachineLearning,benhamner,AI,Machine Learning
Merlin,hshindo,AI,Machine Learning
Mitosis,mschauer,AI,Machine Learning
MLDatasets,JuliaML,AI,Machine Learning
MLJ,alan-turing-institute,AI,Machine Learning
MLLabelUtils,JuliaML,AI,Machine Learning
MLKernels,trthatcher,AI,Machine Learning
MochaTheano,benmoran,AI,Machine Learning
MXNet,dmlc,AI,Machine Learning
NetworkLearning,zgornel,AI,Machine Learning
Ollam,mit-nlp,AI,Machine Learning
OnlineAI,tbreloff,AI,Machine Learning
Orchestra,svs14,AI,Machine Learning
ParticleFilters,JuliaPOMDP,AI,Machine Learning
PredictMD,bcbi,AI,Machine Learning
PrivateMultiplicativeWeights,mrtzh,AI,Machine Learning
ProjectiveDictionaryPairLearning,quxiaofeng,AI,Machine Learning
RegERMs,BigCrunsh,AI,Machine Learning
Salsa,RelationalAI-oss,AI,Machine Learning
ScikitLearn,cstjean,AI,Machine Learning
ScikitLearnBase,cstjean,AI,Machine Learning
SimpleML,aviks,AI,Machine Learning
SFA,makokal,AI,Machine Learning
SoftConfidenceWeighted,IshitaTakeshi,AI,Machine Learning
Strada,pcmoritz,AI,Machine Learning
SVMLightLoader,IshitaTakeshi,AI,Machine Learning
TensorFlow,malmaud,AI,Machine Learning
TheDataMustFlow,ExpandingMan,AI,Machine Learning
TSVD,JuliaLinearAlgebra,AI,Machine Learning
ValueHistories,JuliaML,AI,Machine Learning
XLATools,MikeInnes,AI,Machine Learning
DistLearn,pluskid,AI,
ML4H,johnmyleswhite,AI,
AdaGram,sbos,AI,NLP
BKTrees,JuliaNeighbors,AI,NLP
ConceptnetNumberbatch,zgornel,AI,NLP
CorpusLoaders,JuliaText,AI,NLP
DependencyTrees,dellison,AI,NLP
DPL,quxiaofeng,AI,NLP
GloVe,domluna,AI,NLP
Glowe,zgornel,AI,NLP
GoodTuring,JoFrhwld,AI,NLP
JuliaParser,jakebolewski,AI,NLP
KUparser,denizyuret,AI,NLP
Languages,JuliaText,AI,NLP
Levenshtein,rawrgrr,AI,NLP
LTSV,kshramt,AI,NLP
MeCab,chezou,AI,NLP
NGram,remusao,AI,NLP
ParserCombinator,andrewcooke,AI,NLP
Parsimonious,gitfoxi,AI,NLP
PEGParser,abeschneider,AI,NLP
PyLexYacc,iamed2,AI,NLP
SimpleParser,ordovician,AI,NLP
Stemmers,tanmaykm,AI,NLP
StringAnalysis,zgornel,AI,NLP
Sumup,remusao,AI,NLP
Treekenize,o-jasper,AI,NLP
Text,mit-nlp,AI,NLP
TextAnalysis,JuliaText,AI,NLP
TopicModels,slycoder,AI,NLP
TOML,JuliaLang,AI,NLP
Word2Vec,JuliaText,AI,NLP
WordNet,JuliaText,AI,NLP
EnglishText,TotalVerb,AI,English
Why,TorkelE,AI,English
FiniteStateMachine,tinybike,AI,Finite Automata
MeCab,chezou,AI,Japanese
DeepQLearning,JuliaPOMDP,AI,Reinforcement Learning
Flux,FluxML,AI,Reinforcement Learning
TopoChains,irhum,AI,Reinforcement Learning
Transformers,chengchingwen,AI,Reinforcement Learning
MelGeneralizedCepstrums,r9y9,AI,Speech Recognition
MFCC,JuliaDSP,AI,Speech Recognition
SpeechBase,r9y9,AI,Speech Recognition
SPTK,r9y9,AI,Speech Recognition
SynthesisFilters,r9y9,AI,Speech Recognition
WORLD,r9y9,AI,Speech Recognition
GURLS,joehuchette,AI,Supervised Learning
SupervisedLearning,Evizero,AI,Supervised Learning
Mocha,pluskid,AI,Unsupervised Learning
ANN,EricChiang,AI,Neural Networks
Boltzmann,dfdx,AI,Neural Networks
FANN,gasagna,AI,Neural Networks
KnetOnnx,egeersu,AI,Neural Networks
MultiLabelNeuralNetwork,jperla,AI,Neural Networks
neural,compressed,AI,Neural Networks
NeuralNets,anj1,AI,Neural Networks
neuralnetwork,tomaskrehlik,AI,Neural Networks
NeuralNetworks,soumith,AI,Neural Networks
ONNX,FluxML,AI,Neural Networks
RecurrentNN,Andy-P,AI,Neural Networks
RNN,kzahedi,AI,Neural Networks
SpikeNet,damiendr,AI,Neural Networks
StackedNets,yarlett,AI,Neural Networks
SumProductNetworks,trappmartin,AI,Neural Networks
Hydna,jfd,API,
Joseki,Joseki-jl,API,
MapLight,WestleyArgentum,API,
NewsAPI,joshday,API,
OpenSecrets,WestleyArgentum,API,
PlotlyJS,JuliaPlots,API,
Sunlight,WestleyArgentum,API,
Twilert,glesica,API,
Twitter,randyzwitch,API,
MathLink,JuliaInterop,Mathematics,Math
Mathematica,MikeInnes,Mathematics,Math
Git,JuliaVersionControl,API,Git
GitHub,JuliaWeb,API,Git
LibGit2,jakebolewski,API,Git
Octokit,Keno,API,Git
GetC,rennis250,API,C
Clipper,JuliaGeometry,API,Cxx
Cpp,timholy,API,Cxx
Cxx,JuliaInterop,API,Cxx
CxxROOT,Keno,API,Cxx
CxxWrap,JuliaInterop,API,Cxx
ErlPort,thorgisl,API,Erlang
FortranIO,rephorm,API,Fortran
GoTMSupport,ordovician,API,Go
JavaCall,JuliaInterop,API,Java
JDBC,JuliaDatabases,API,Java
TeaSeis,ChevronETC,API,Java
DThree,jverzani,API,JavaScript
GoogleCharts,jverzani,API,JavaScript
j2d3,fredo-dedup,API,JavaScript
JavaScriptBridge,EricForgy,API,JavaScript
JSExpr,JuliaGizmos,API,JavaScript
JSTypes,johnmyleswhite,API,JavaScript
PlotlyJS,JuliaPlots,API,JavaScript
TableView,JuliaComputing,API,JavaScript
Twiddle,BenJWard,API,JavaScript
Vue,JuliaGizmos,API,JavaScript
MAT,JuliaIO,API,Matlab
MatlabCompat,MatlabCompat,API,Matlab
MATLAB,JuliaInterop,API,Matlab
Mex,byuflowlab,API,Matlab
Moonwalk,diogo149,API,Matlab
ObjectiveC,JuliaInterop,API,ObjectiveC
FileFind,johnmyleswhite,API,Perl
Processing,rennis250,API,Processing
FStrings,magonser,API,Python
Polyglot,wavexx,API,Python
PyCall,JuliaPy,API,Python
PySyntax,kdheepak,API,Python
ProjectTemplate,johnmyleswhite,API,R
RCall,JuliaInterop,API,R
RCalling,randy3k,API,R
RData,JuliaData,API,R
Rif,lgautier,API,R
ReadStat,queryverse,API,R
Reduce,chakravala,API,Reduce
ReduceAlgebra,JuliaReducePkg,API,Reduce
ReduceLinAlg,JuliaReducePkg,API,Reduce
FFIExamples,johnmyleswhite,API,
MarketTechnicals,JuliaQuant,Actuarial Science,Econometrics
DSGE,FRBNY-DSGE,Actuarial Science,Econometrics
copula,floswald,Actuarial Science,Econometrics
Dolo,EconForge,Actuarial Science,Econometrics
Dynare,DynareJulia,Actuarial Science,Econometrics
Econometrics,Nosferican,Actuarial Science,Econometrics
Expectations,QuantEcon,Actuarial Science,Econometrics
FredData,micahjsmith,Actuarial Science,Econometrics
fund,davidanthoff,Actuarial Science,Econometrics
GARCH,AndreyKolev,Actuarial Science,Econometrics
Gensys,QuantEcon,Actuarial Science,Econometrics
Jconometrics,adriantorrie,Actuarial Science,Econometrics
Loss,johnmyleswhite,Actuarial Science,Econometrics
QuantEcon,QuantEcon,Actuarial Science,Econometrics
RuinProbability,Hank-Qian,Actuarial Science,Econometrics
AlphaVantage,ellisvalentiner,Actuarial Science,Finance
AssetMgmt,cgroll,Actuarial Science,Finance
BigFinance,jiahao,Actuarial Science,Finance
Bloomberg,milktrader,Actuarial Science,Finance
BusinessDays,JuliaFinance,Actuarial Science,Finance
Currencies,JuliaFinance,Actuarial Science,Finance
CTechCommon,tbreloff,Actuarial Science,Finance
DynAssMgmt,JuliaFinMetriX,Actuarial Science,Finance
EconDatasets,JuliaFinMetriX,Actuarial Science,Finance
EodData,adriantorrie,Actuarial Science,Finance
FinancialBlotter,JuliaQuant,Actuarial Science,Finance
FinMarkets,imanuelcostigan,Actuarial Science,Finance
FinancialMarkets,imanuelcostigan,Actuarial Science,Finance
FinanceStats,JuliaQuant,Actuarial Science,Finance
FRED,joidegn,Actuarial Science,Finance
Grist,JuliaQuant,Actuarial Science,Finance
InterestRates,felipenoris,Actuarial Science,Finance
Ito,aviks,Actuarial Science,Finance
LibTrading,StefanKarpinski,Actuarial Science,Finance
MarketStates,milktrader,Actuarial Science,Finance
MCInsurance,mkriele,Actuarial Science,Finance
OpenFiscaCore,openfisca,Actuarial Science,Finance
OpenFiscaFrance,openfisca,Actuarial Science,Finance
Quandl,milktrader,Actuarial Science,Finance
RobHood,cndesantana,Actuarial Science,Finance
SDE,mschauer,Actuarial Science,Finance
stockMonitor,krthkj,Actuarial Science,Finance
Timestamps,JuliaQuant,Actuarial Science,Finance
TradeModels,JuliaQuant,Actuarial Science,Finance
TradingLogic,JuliaQuant,Actuarial Science,Finance
TradingSystem,milktrader,Actuarial Science,Finance
WorldBankDataTd,JuliaFinMetriX,Actuarial Science,Finance
YStockData,Algocircle,Actuarial Science,Finance
ZVSimulator,scidom,Actuarial Science,Finance
DataStructures,JuliaCollections,Algorithms,
ARules,JuliaHealth,Algorithms,Association Rule
CRC,andrewcooke,Algorithms,Checksum
CRC32,JuliaIO,Algorithms,Checksum
RecSys,abhijithch,Algorithms,Collaborative Filtering
AhoCorasick,Wilfridovich17,Algorithms,Pattern Matching
BlossomV,mlewe,Algorithms,Pattern Matching
JellyFish,samuelcolvin,Algorithms,Pattern Matching
Loess,JuliaStats,Algorithms,Pattern Matching
Match,kmsquire,Algorithms,Pattern Matching
NearestNeighbors,KristofferC,Algorithms,Pattern Matching
ReverseRegexes,carlobaldassi,Algorithms,Pattern Matching
AdiaRoll,Roger-luo,Algorithms,Quantum
Hadamard,JuliaMath,Algorithms,Quantum
HClust,davidavdav,Algorithms,Scheduling Algorithm
NaturalSort,JuliaStrings,Algorithms,Sorting
SearchSortAlgos,Dawny33,Algorithms,Sorting
SortingAlgorithms,JuliaCollections,Algorithms,Sorting
SortingLab,xiaodaigh,Algorithms,Sorting
LabelPropagation,afternone,Super Computing,Time
TravelingSalesmanHeuristics,evanfields,Algorithms,NP-complete
dReal,zenna,Algorithms,SAT
PicoSAT,sisl,Algorithms,SAT
Z3,ahumenberger,Algorithms,SAT
COBRA,opencobra,Biology,
BioServices,BioJulia,Biology,
Bio,BioJulia,Biology,Bioinformatics
Circuitscape,Circuitscape,Biology,Bioinformatics
EMIRT,seung-lab,Biology,Bioinformatics
MIToS,diegozea,Biology,Bioinformatics
MMTF,BioJulia,Biology,Bioinformatics
Pipelines,cihga39871,Biology,Bioinformatics
Rosalind,PilgrimShadow,Biology,Bioinformatics
taxize,sckott,Biology,Bioinformatics
Crispulator,tlnagy,Biology,Bioinformatics
Bioinformatics,mrtkp9993,Biology,Bioinformatics
NormalizeQuantiles,oheil,Biology,Bioinformatics
BioMedQuery,JuliaHealth,Biology,Biomedicine
OrbitTomography,lstagner,Biology,Biomedicine
Pedigree,austin-putz,Biology,Biostatistics
ROC,diegozea,Biology,Biostatistics
Diversity,EcoJulia,Biology,Ecology
GBIF,EcoJulia,Biology,Ecology
FishABM,jangevaare,Biology,Ecology
EcologicalNetwork,PoisotLab,Biology,Ecology
SpatialEcology,EcoJulia,Biology,Ecology
LeafAreaIndex,ETC-UA,Biology,Agronomy
Iceberg,njwilson23,Biology,Aquatic Ecology
TEOS,njwilson23,Biology,Aquatic Ecology
BioAlignments,BioJulia,Biology,Genomics
BioArgParse,Ward9250,Biology,Genomics
BioFeatures,nw11,Biology,Genomics
BioSeq,BioJulia,Biology,Genomics
BismarkSummary,nw11,Biology,Genomics
COSMIC,haploxer,Biology,Genomics
Ensemble,farr,Biology,Genomics
FastaIO,carlobaldassi,Biology,Genomics
FusionDirect,OpenGene,Biology,Genomics
GenomeAnnotations,nw11,Biology,Genomics
GenomeGraphs,BioJulia,Biology,Genomics
GenomicTiles,nw11,Biology,Genomics
Gillespie,sdwfrost,Biology,Genomics
HTSLIB,OpenGene,Biology,Genomics
HyperNEAT,kzahedi,Biology,Genomics
IntervalTrees,BioJulia,Biology,Genomics
MerCounting,BioJulia,Biology,Genomics
LCS,WestleyArgentum,Biology,Genomics
OBC,binarybana,Biology,Genomics
OpenGene,OpenGene,Biology,Genomics
Pagel,porterjamesj,Biology,Genomics
Pathogen,jangevaare,Biology,Genomics
PedModule,QTL-rocks,Biology,Genomics
Phylogenetics,BioJulia,Biology,Genomics
PhyloNetworks,crsl4,Biology,Genomics
PhyloTrees,jangevaare,Biology,Genomics
ProgressiveAligner,latticetower,Biology,Genomics
PseudoGenomes,nw11,Biology,Genomics
PureSeq,slundberg,Biology,Genomics
seqhax,kdmurray91,Biology,Genomics
SpeedDate,vanOosterhoutLab,Biology,Genomics
TimeTrees,tgvaughan,Biology,Genomics
VariantCall,mgvel,Biology,Genomics
XSim,reworkhow,Biology,Genomics
YARS,kzahedi,Biology,Genomics
AlignmentStatistics,DanielHoffmann32,Biology,GWAS
JWAS,reworkhow,Biology,GWAS
MendelBase,OpenMendel,Biology,GWAS
SnpArrays,OpenMendel,Biology,GWAS
StatGenData,dmbates,Biology,GWAS
VarianceComponentTest,Tao-Hu,Biology,GWAS
EvoDuplexes,timbitz,Biology,Molecular Biology
CellFishing,bicycle1885,Biology,Single-Cell Sequencing
MicroscopyLabels,tlnagy,Biology,Miocroscopy
BrainWave,sam81,Biology,Neuroscience
DCEMRI,davidssmith,Biology,Neuroscience
EEG,codles,Biology,Neuroscience
NEAT,Andy-P,Biology,Neuroscience
NeuroAnalysis,Experica,Biology,Neuroscience
OpenEphysLoader,galenlynch,Biology,Neuroscience
SkullSegment,simonster,Biology,Neuroscience
SpikeSorter,grero,Biology,Neuroscience
DataInterpolations,PumasAI,Biology,Pharmacology
Pumas,PumasAI,Biology,Pharmacology
PumasDocs,PumasAI,Biology,Pharmacology
PumasTutorials,PumasAI,Biology,Pharmacology
PumasPlots,PumasAI,Biology,Pharmacology
Chemfiles,chemfiles,Chemistry,Chemical File Formats
CrystalInfoFramework,jamesrhester,Chemistry,Chemical File Formats
MethylUtils,nw11,Chemistry,Biochemistry
DynamicTimeWarp,joefowler,Chemistry,Biochemistry
BioSymbols,BioJulia,Chemistry,Biochemistry
MolecularGraph,mojaie,Chemistry,Chemoinformatics
OpenSMILES,caseykneale,Chemistry,Chemoinformatics
Synchrony,simonster,Chemistry,Chemoinformatics
ChemometricsTools,caseykneale,Chemistry,Chemometrics
Qlab,blakejohnson,Chemistry,Chemometrics
PeriodicTable,JuliaPhysics,Chemistry,General Resources
PhysicalConstants,JuliaPhysics,Chemistry,General Resources
ChemicalKinetics,papamarkou,Chemistry,Reaction Kinetics
CoolProp,CoolProp,Chemistry,Thermochemistry
Psychro,termolivre,Chemistry,Thermochemistry
Brownian,UniversityofWarwick,Chemistry,Simulation Methods
Elsa,pablosanjose,Chemistry,Simulation Methods
Fermi,FermiQC,Chemistry,Simulation Methods
Molly,JuliaMolSim,Chemistry,Simulation Methods
QSimulator,BBN-Q,Chemistry,Simulation Methods
QuantumLab,vonDonnerstein,Chemistry,Simulation Methods
ClassicalLaminateTheory,goedman,Chemistry,Solid State Chemistry and Materials Science
HydrocarbonNets,Ismael-VC,Chemistry,Solid State Chemistry and Materials Science
Lattices,JuliaPhysics,Chemistry,Solid State Chemistry and Materials Science
Cliffords,BBN-Q,Chemistry,
Dimers,sswatson,Chemistry,
CommonCrawl,tanmaykm,Data Science,Software
Faker,neomatrixcode,Data Science,Software
FaceDatasets,dfdx,Data Science,Software
Maker,tshort,Data Science,Software
ModelerToolbox,spencerlyon2,Data Science,Software
NetflixPrize,jiahao,Data Science,Software
PublicSuffix,tanmaykm,Data Science,Software
PubMedMiner,bcbi,Data Science,Software
RDatasets,JuliaStats,Data Science,Software
Socrata,drewgendreau,Data Science,Software
UCIMLRepo,siddhantjain,Data Science,Software
WorldBankData,4gh,Data Science,Software
jplyr,davidagold,Data Science,
REDCap,bcbi,Data Science,Biomedical Research
MindResearchRepository,dmbates,Biology,Neuroscience
Juliaset,tanmaykm,Mathematics,Math
D4M,achen12,Database,
DBAPI,JuliaDB,Database,
DBPerf,JuliaDatabases,Database,
LevelDB,jerryzhenleicai,Database,
Memcache,tanmaykm,Database,
JDBC,JuliaDatabases,Database,
ODBC,JuliaDatabases,Database,
ViewDBI,kmsquire,Database,
DataFrames,JuliaData,Database,In-Memory Storage
IndexedTables,JuliaData,Database,In-Memory Storage
Pandas,JuliaPy,Database,In-Memory Storage
DataFramesMeta,JuliaData,Database,In-Memory Storage
FastGroupBy,xiaodaigh,Database,In-Memory Storage
Accumulo,JuliaDB,Database,Distributed
kyotocabinet,tuzzeg,Database,Engines
Neo4j,glesica,Database,GraphDB
EasyData,ma-laforge,Database,HDF
CQLdriver,r3tex,Database,NOSQL
DataKnots,MechanicalRabbit,Database,NOSQL
LMDB,wildart,Database,LMDB
Mongoc,felipenoris,Database,MongoDB
Mongo,ScottPJones,Database,MongoDB
LibBSON,ScottPJones,Database,MongoDB
Redis,JuliaDatabases,Database,Redis
Octo,wookay,Database,RDBMS
SQLStrings,JuliaComputing,Database,RDBMS
MariaDB,Dynactionize,Database,MariaDB-MySQL
MySQL,JuliaDatabases,Database,MariaDB-MySQL
SQLAlchemy,malmaud,Database,MariaDB-MySQL
LibPQ,invenia,Database,PostgreSQL
PostgreSQL,swt30,Database,PostgreSQL
Postgres,NCarson,Database,PostgreSQL
DBDSQLite,JuliaDatabases,Database,SQLite
SQLite,JuliaDatabases,Database,SQLite
ASTInterpreter2,Keno,Desktop Applications,Debugger
Gallium,Keno,Desktop Applications,Debugger
DebuggingUtilities,timholy,Desktop Applications,Debugger
Rebugger,timholy,Desktop Applications,Debugger
RR,Keno,Desktop Applications,Debugger
Suppressor,JuliaIO,Desktop Applications,Debugger
Traceur,JunoLab,Desktop Applications,Debugger
ToggleableAsserts,MasonProtter,Desktop Applications,Debugger
Doc,dcarrera,Desktop Applications,Documentation Tools
Docile,MichaelHatherly,Desktop Applications,Documentation Tools
DocStringExtensions,JuliaDocs,Desktop Applications,Documentation Tools
Documenter,JuliaDocs,Desktop Applications,Documentation Tools
Lexicon,MichaelHatherly,Desktop Applications,Documentation Tools
Markdown,johnmyleswhite,Desktop Applications,Documentation Tools
Remark,piever,Desktop Applications,Documentation Tools
Roxygen,johnmyleswhite,Desktop Applications,Documentation Tools
Tuxedo,milktrader,Desktop Applications,Documentation Tools
Weave,JunoLab,Desktop Applications,Documentation Tools
Blink,JuliaGizmos,Desktop Applications,GUI
Canvas,fredrikekre,Desktop Applications,GUI
Electron,davidanthoff,Desktop Applications,GUI
JGUI,jverzani,Desktop Applications,GUI
JuliaTools,tknopp,Desktop Applications,GUI
PySide,jverzani,Desktop Applications,GUI
QML,barche,Desktop Applications,GUI
Qt5,tbreloff,Desktop Applications,GUI
Table,cpritcha,Desktop Applications,GUI
Tk,JuliaGraphics,Desktop Applications,GUI
XClipboard,kmsquire,Desktop Applications,GUI
GI,bfredl,Desktop Applications,GTK
Gtk,JuliaGraphics,Desktop Applications,GTK
GtkApps,tknopp,Desktop Applications,GTK
GtkInteract,jverzani,Desktop Applications,GTK
Acorn,nick-paul,Desktop Applications,IDE
BlinkEditor,EricForgy,Desktop Applications,IDE
Julietta,tknopp,Desktop Applications,IDE
Interact,JuliaGizmos,Desktop Applications,IDE
InteractNext,JuliaGizmos,Desktop Applications,IDE
Atom,JunoLab,Desktop Applications,Atom
Electron,davidanthoff,Desktop Applications,Atom
Autoreload,malmaud,Desktop Applications,Jupyter
ErrorLineNumber,StephenVavasis,Desktop Applications,Jupyter
Hydra,Keno,Desktop Applications,Jupyter
IJuliaWidgets,shashi,Desktop Applications,Jupyter
IPython,tkf,Desktop Applications,Jupyter
NBInclude,stevengj,Desktop Applications,Jupyter
WeavePynb,jverzani,Desktop Applications,Jupyter
JuliaBoxUtils,tanmaykm,Server,WIDE
Jake,nolta,DevOps,Build Automation
Juke,kshramt,DevOps,Build Automation
OpenStack,Keno,DevOps,Build Automation
TestDocs,simonbyrne,DevOps,Continuous Integration
TravisTest,JuliaCI,DevOps,Continuous Integration
FemtoCleaner,JuliaComputing,DevOps,Julia Development
HackThatBase,ihnorton,DevOps,Julia Development
BinaryBuilder,JuliaPackaging,DevOps,Binaries
BinaryProvider,JuliaPackaging,DevOps,Binaries
BinDeps,JuliaPackaging,DevOps,Binaries
Conda,JuliaPy,DevOps,Binaries
RudeOil,UCL,DevOps,Docker
Kuber,JuliaComputing,DevOps,Kubernetes
APT,bbshortcut,DevOps,Debian-Ubuntu
DebbyPacker,UCL,DevOps,Debian-Ubuntu
RPMmd,ihnorton,DevOps,Fedora-RHEL
WinRPM,JuliaPackaging,DevOps,Fedora-RHEL
Homebrew,JuliaPackaging,DevOps,OSX
BuildExecutable,dhoegh,DevOps,Executables
Metadata,Tokazama,DevOps,Packaging
Pkg3,StefanKarpinski,DevOps,Packaging
Compat,JuliaLang,DevOps,Packaging
DeclarativePackages,rened,DevOps,Packaging
EasyPkg,oschulz,DevOps,Packaging
Help,nkottary,DevOps,Packaging
PrivateModules,JuliaPackageMirrors,DevOps,Packaging
Julz,djsegal,DevOps,Packaging
JPM,MikeInnes,DevOps,Packaging
Kip,jkroso,DevOps,Packaging
LibALPM,yuyichao,DevOps,Packaging
Nix,JuliaPackaging,DevOps,Packaging
PackageEvaluator,IainNZ,DevOps,Packaging
PkgDev,JuliaLang,DevOps,Packaging
Require,jkroso,DevOps,Packaging
Requires,JuliaPackaging,DevOps,Packaging
VersionParsing,JuliaInterop,DevOps,Packaging
Playground,Rory-Finnegan,DevOps,Sandbox
Digger,MikeInnes,DevOps,Black Box Testing
Fuzz,danluu,DevOps,Black Box Testing
Log4jl,wildart,DevOps,Logging
Logging,kmsquire,DevOps,Logging
LogMover,nkottary,DevOps,Logging
Lumberjack,forio,DevOps,Logging
Stage,saltpork,DevOps,Logging
BaseTestDeprecated,IainNZ,DevOps,Unit Tests
CoverageBase,timholy,DevOps,Unit Tests
Coverage,JuliaCI,DevOps,Unit Tests
Debug,toivoh,DevOps,Unit Tests
FactCheck,zachallaun,DevOps,Unit Tests
Fixtures,burrowsa,DevOps,Unit Tests
Jig,milktrader,DevOps,Unit Tests
JulieTest,arypurnomoz,DevOps,Unit Tests
PackageTesting,johnmyleswhite,DevOps,Unit Tests
RunTests,burrowsa,DevOps,Unit Tests
Saute,milktrader,DevOps,Unit Tests
testfast,Veraticus,DevOps,Unit Tests
UnitTest,analyzere,DevOps,Unit Tests
Rotations,JuliaGeometry,Earth Science,Aeronautics
Quaternions,JuliaGeometry,Earth Science,Aeronautics
ClimateTools,JuliaClimate,Earth Science,Climatology
Mimi,mimiframework,Earth Science,Climatology
OpenStreetMapParser,yeesian,Earth Science,Cartography
Proj4,JuliaGeo,Earth Science,Cartography
PyProj,kshramt,Earth Science,Cartography
ArchGDAL,yeesian,Earth Science,GIS
DtPlot,dejakaymac,Earth Science,GIS
EarthSphere,cuevasclemente,Earth Science,GIS
FlowNetworks,scheidan,Earth Science,GIS
Gaia,jsbj,Earth Science,GIS
GDAL,JuliaGeo,Earth Science,GIS
Geodesy,JuliaGeo,Earth Science,GIS
GeographicLibPy,kshramt,Earth Science,GIS
GeoInterface,JuliaGeo,Earth Science,GIS
GIS,wkearn,Earth Science,GIS
GeoStats,JuliaEarth,Earth Science,GIS
GeoIP,JuliaWeb,Earth Science,GIS
GeoJSON,JuliaGeo,Earth Science,GIS
GMT,GenericMappingTools,Earth Science,GIS
Jultran,jsbj,Earth Science,GIS
OpenStreetMap,tedsteiner,Earth Science,GIS
OpenStreetMapX,pszufe,Earth Science,GIS
Turf,philoez98,Earth Science,GIS
Tyndall,jsbj,Earth Science,GIS
Watershed,seung-lab,Earth Science,GIS
NMEA,RobBlackwell,Earth Science,GPS
CAIRS,scheidan,Earth Science,Meteorology
CERESViewer,jsbj,Earth Science,Meteorology
Hotwire,pjabardo,Earth Science,Meteorology
Met_Plots_Models,zhujinxuan,Earth Science,Meteorology
Scriabin,jsbj,Earth Science,Meteorology
TTCal,mweastwood,Earth Science,Meteorology
FortranFiles,traktofon,File IO,Binary IO
HexEdit,templarlabs,File IO,Binary IO
LargeColumns,tpapp,File IO,Binary IO
StrPack,pao,File IO,Binary IO
AIDA,jstrube,File IO,Data Formats
BEncode,joshuamiller,File IO,Data Formats
BDF,sam81,File IO,Data Formats
BGZF,kmsquire,File IO,Data Formats
Brukerfile,tknopp,File IO,Data Formats
BufferedStreams,BioJulia,File IO,Data Formats
COFF,Keno,File IO,Data Formats
DWARF,Keno,File IO,Data Formats
ELF,Keno,File IO,Data Formats
FastaIO,carlobaldassi,File IO,Data Formats
FlatBuffers,JuliaData,File IO,Data Formats
Grisu,JuliaAttic,File IO,Data Formats
IniFile,JuliaIO,File IO,Data Formats
MachO,Keno,File IO,Data Formats
MNIST,johnmyleswhite,File IO,Data Formats
NeuralynxNCS,simonster,File IO,Data Formats
NetCDF,JuliaGeo,File IO,Data Formats
NPZ,fhs,File IO,Data Formats
ObjFileBase,Keno,File IO,Data Formats
OIFITS,emmt,File IO,Data Formats
OpenSlide,ihnorton,File IO,Data Formats
PList,ordovician,File IO,Data Formats
PLX,simonster,File IO,Data Formats
HarwellBoeing,dpo,File IO,Data Formats
SASLib,tk3369,File IO,Data Formats
Shapefile,JuliaGeo,File IO,Data Formats
Silo,jgoldfar,File IO,Data Formats
XPT,lendle,File IO,Data Formats
Avro,JuliaData,File IO,Avro
BSON,JuliaIO,File IO,BSON
BSONify,OliverColeman,File IO,BSON
JSON2,quinnj,File IO,JSON
JSONTables,JuliaData,File IO,JSON
LazyJSON,JuliaCloud,File IO,JSON
uJSON,samuelcolvin,File IO,JSON
OdsIO,sylvaticus,File IO,ODS
PDFIO,sambitdash,File IO,PDF
Silo,jgoldfar,File IO,Silo
CSVFiles,queryverse,File IO,Tabular Data
DataRead,WizardMac,File IO,Tabular Data
StatFiles,queryverse,File IO,Tabular Data
Feather,JuliaData,File IO,Tabular Data
JuliaDB,JuliaData,File IO,Tabular Data
LAJuliaUtils,sylvaticus,File IO,Tabular Data
MAT,JuliaIO,File IO,Tabular Data
Parquet,JuliaIO,File IO,Tabular Data
ParquetFiles,queryverse,File IO,Tabular Data
Tables,JuliaData,File IO,Tabular Data
TableWidgets,piever,File IO,Tabular Data
